"id_nuts","name_nuts","id_dim_native","name_dim_native","name_dim_unified","id_var_native","name_var_native","year_native","month_native","val","value_source","id_source_native","name_source_native","month_unified"
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"1.","2","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",1
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"2.","2.5","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",2
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"3.","2.4","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",3
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"4.","1.5","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",4
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"5.","1.7","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",5
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"6.","1.6","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",6
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"7.","2","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",7
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"8.","1.6","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",8
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"9.","1.8","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",9
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"10.","1.9","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",10
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"11.","1.7","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",11
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ10","Average number of nights spent by visitors",2021,"12.","1.9","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",12
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"1.","296","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",1
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"2.","288","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",2
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"3.","366","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",3
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"4.","242","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",4
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"5.","601","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",5
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"6.","1225","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",6
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"7.","1893","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",7
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"8.","1758","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",8
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"9.","2272","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",9
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"10.","1478","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",10
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"11.","863","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",11
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ07","Number of nights spent by visitors",2021,"12.","548","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",12
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"1.","148","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",1
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"2.","116","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",2
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"3.","151","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",3
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"4.","161","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",4
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"5.","354","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",5
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"6.","765","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",6
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"7.","939","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",7
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"8.","1113","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",8
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"9.","1243","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",9
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"10.","782","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",10
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"11.","513","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",11
"SK0422_0425","Košice (districts I - IV)","DIM10","Czechia","Czechia","UKAZ04","Number of visitors total",2021,"12.","294","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",12
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"1.","7.7","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",1
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"2.","2.1","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",2
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"3.","1.8","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",3
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"4.","1","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",4
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"5.","1.1","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",5
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"6.","1.3","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",6
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"7.","1.6","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",7
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"8.","1.5","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",8
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"9.","1.7","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",9
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"10.","1.6","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",10
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"11.","1.8","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",11
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ10","Average number of nights spent by visitors",2021,"12.","1.5","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",12
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"1.","23","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",1
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"2.","33","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",2
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"3.","14","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",3
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"4.","8","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",4
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"5.","24","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",5
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"6.","124","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",6
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"7.","322","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",7
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"8.","890","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",8
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"9.","428","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",9
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"10.","340","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",10
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"11.","146","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",11
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ07","Number of nights spent by visitors",2021,"12.","25","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",12
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"1.","3","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",1
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"2.","16","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",2
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"3.","8","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",3
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"4.","8","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",4
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"5.","22","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",5
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"6.","95","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",6
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"7.","207","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",7
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"8.","592","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",8
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"9.","252","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",9
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"10.","211","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",10
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"11.","82","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",11
"SK0422_0425","Košice (districts I - IV)","DIM25","Hungary","Hungary","UKAZ04","Number of visitors total",2021,"12.","17","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",12
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"1.","1.9","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",1
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"2.","3.3","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",2
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"3.","5","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",3
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"4.","1.5","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",4
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"5.","1.6","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",5
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"6.","1.5","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",6
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"7.","1.3","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",7
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"8.","1.5","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",8
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"9.","1.7","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",9
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"10.","1.9","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",10
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"11.","1.6","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",11
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ10","Average number of nights spent by visitors",2021,"12.","2.1","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",12
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"1.","38","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",1
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"2.","217","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",2
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"3.","303","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",3
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"4.","63","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",4
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"5.","107","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",5
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"6.","505","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",6
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"7.","536","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",7
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"8.","956","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",8
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"9.","798","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",9
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"10.","919","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",10
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"11.","236","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",11
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ07","Number of nights spent by visitors",2021,"12.","131","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",12
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"1.","20","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",1
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"2.","65","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",2
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"3.","61","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",3
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"4.","42","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",4
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"5.","65","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",5
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"6.","330","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",6
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"7.","413","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",7
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"8.","630","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",8
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"9.","462","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",9
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"10.","483","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",10
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"11.","144","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",11
"SK0422_0425","Košice (districts I - IV)","DIM30","Poland","Poland","UKAZ04","Number of visitors total",2021,"12.","62","SUSR","cr3804mr","Occupancy of accommodation estabishment - districts (countries)",12
"SK0422_0425","Košice (districts I - IV)","CZ","Czech Republic","Czechia","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"1","98","Facebook Graph API","140831155939489","Visit Kosice",1
"SK0422_0425","Košice (districts I - IV)","CZ","Czech Republic","Czechia","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"2","166","Facebook Graph API","140831155939489","Visit Kosice",2
"SK0422_0425","Košice (districts I - IV)","CZ","Czech Republic","Czechia","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"3","140","Facebook Graph API","140831155939489","Visit Kosice",3
"SK0422_0425","Košice (districts I - IV)","CZ","Czech Republic","Czechia","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"4","155","Facebook Graph API","140831155939489","Visit Kosice",4
"SK0422_0425","Košice (districts I - IV)","CZ","Czech Republic","Czechia","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"5","72","Facebook Graph API","140831155939489","Visit Kosice",5
"SK0422_0425","Košice (districts I - IV)","CZ","Czech Republic","Czechia","page_content_activity_by_country_unique","Page content activity by country_unique",2021,"6","60","Facebook Graph API","140831155939489","Visit Kosice",6
